epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,136.632,3.52765,3.51649,2.7105,0.00226,0.08552,0.00305,0.00107,3.61193,4.34625,2.8751,0.000572353,0.000572353,0.000572353
45,139.812,3.39322,3.31602,2.76627,0.00809,0.06234,0.00649,0.00192,3.40384,3.16554,2.73708,0.000570152,0.000570152,0.000570152
46,143.418,3.41161,3.22732,2.69703,0.29155,0.15259,0.00733,0.00198,3.40765,3.13458,2.74676,0.00056795,0.00056795,0.00056795
47,146.633,3.38142,3.37311,2.72652,0.01647,0.01991,0.00853,0.00223,3.55107,3.35127,2.81705,0.000565749,0.000565749,0.000565749
48,150.182,3.29184,3.17083,2.70646,0.32555,0.03855,0.02625,0.0096,3.36018,2.91657,2.69487,0.000563548,0.000563548,0.000563548
49,153.748,3.32809,3.32697,2.80639,0.32505,0.04311,0.021,0.00598,3.34919,3.01073,2.75647,0.000561347,0.000561347,0.000561347
50,156.409,3.37198,3.37626,2.72329,0.31875,0.04202,0.0239,0.00604,3.35451,3.00093,2.76754,0.000559146,0.000559146,0.000559146
51,158.651,3.39015,3.19506,2.72472,0.3176,0.03388,0.02088,0.00562,3.38308,3.01308,2.79964,0.000556945,0.000556945,0.000556945
52,161.263,3.36375,3.36311,2.71942,0.0403,0.03934,0.01695,0.00476,3.36419,2.99901,2.79364,0.000554744,0.000554744,0.000554744
53,163.453,3.27262,3.21287,2.72971,0.04241,0.0183,0.01336,0.00407,3.33943,3.19803,2.76833,0.000552543,0.000552543,0.000552543
54,165.46,3.29206,3.13089,2.7249,0.03992,0.03966,0.01904,0.00564,3.25383,3.16912,2.69321,0.000550342,0.000550342,0.000550342
55,167.704,3.24367,3.14788,2.67152,0.18487,0.03966,0.02169,0.00655,3.20241,2.99109,2.63826,0.000548141,0.000548141,0.000548141
56,173.078,3.22391,3.17025,2.73233,0.20117,0.06918,0.02954,0.00888,3.22008,2.77372,2.65308,0.00054594,0.00054594,0.00054594
57,175.166,3.22367,3.03979,2.62971,0.3429,0.05906,0.02987,0.00751,3.28569,2.76901,2.68271,0.000543738,0.000543738,0.000543738
58,177.491,3.22783,3.0533,2.57597,0.06382,0.06351,0.02475,0.00698,3.30394,2.82406,2.71367,0.000541537,0.000541537,0.000541537
59,179.427,3.21855,3.03789,2.58226,0.48738,0.04075,0.02139,0.00689,3.2818,2.9679,2.61736,0.000539336,0.000539336,0.000539336
60,181.345,3.28875,3.09262,2.69448,0.34875,0.03235,0.02781,0.00826,3.15826,2.84772,2.57463,0.000537135,0.000537135,0.000537135
61,183.017,3.17222,3.07493,2.56929,0.33473,0.03457,0.02939,0.00752,3.15836,2.86851,2.57208,0.000534934,0.000534934,0.000534934
62,184.932,3.2433,3.15544,2.67498,0.49973,0.05394,0.03158,0.00803,3.16235,2.832,2.56825,0.000532733,0.000532733,0.000532733
63,186.723,3.16417,3.04202,2.57187,0.07852,0.0557,0.02718,0.00782,3.22428,3.07939,2.56878,0.000530532,0.000530532,0.000530532
64,188.483,3.14293,3.16211,2.56104,0.4929,0.05521,0.02616,0.00711,3.1578,2.81171,2.58729,0.000528331,0.000528331,0.000528331
65,190.327,3.14013,3.13223,2.61717,0.46263,0.0352,0.01693,0.00483,3.433,3.72768,2.84463,0.00052613,0.00052613,0.00052613
66,192.213,3.12833,2.99468,2.56171,0.33852,0.05058,0.02865,0.00907,3.2475,3.0252,2.65432,0.000523928,0.000523928,0.000523928
67,194.068,3.13609,3.02913,2.64395,0.05385,0.03108,0.0175,0.00463,3.46822,3.22566,2.7897,0.000521727,0.000521727,0.000521727
68,196.221,3.16117,3.09011,2.60021,0.03331,0.01748,0.00623,0.00159,3.62193,4.02482,3.04214,0.000519526,0.000519526,0.000519526
